title_link,title_link/_text,title_link/_title,author_value,book_link,book_link/_text,book_link/_title,"_PAGE_NUMBER"
"http://bon.edu.pl/katalog/lektura/dziedzictwo-kresow-nasze-wspolne/","Dziedzictwo Kresów - nasze wspólne...","","Purchla Jacek","http://bon.edu.pl/katalog/lektura/dziedzictwo-kresow-nasze-wspolne/","book","","4"
"http://bon.edu.pl/katalog/lektura/dziedzictwo-kresow-nasze-wspolne-dziedzictwo/","Dziedzictwo Kresów - nasze wspólne dziedzictwo?","","MCK","http://bon.edu.pl/katalog/lektura/dziedzictwo-kresow-nasze-wspolne-dziedzictwo/","book","","4"
"http://bon.edu.pl/katalog/lektura/dziedzictwo-kulturowe/","Dziedzictwo kulturowe","","Purchla Jacek","http://bon.edu.pl/katalog/lektura/dziedzictwo-kulturowe/","book","","4"
"http://bon.edu.pl/katalog/lektura/dziedzictwo-kulturowe-jako-wyraz-interakcji-czlowieka-i-natury-na-przykladzie-archipelagu-vega-i-nie-tylko/","Dziedzictwo kulturowe jako wyraz interakcji człowieka i natury na przykładzie archipelagu Vega i nie tylko","","Cichy Zdzisław Melchior, Oszacka Zofia","http://bon.edu.pl/katalog/lektura/dziedzictwo-kulturowe-jako-wyraz-interakcji-czlowieka-i-natury-na-przykladzie-archipelagu-vega-i-nie-tylko/","book","","4"
"http://bon.edu.pl/katalog/lektura/dziedzictwo-kulturowe-preszowa/","Dziedzictwo kulturowe Preszowa","","Kaša Peter","http://bon.edu.pl/katalog/lektura/dziedzictwo-kulturowe-preszowa/","book","","4"
"http://bon.edu.pl/katalog/lektura/dziedzictwo-kulturowe-w-kotekscie-rozwoju-lokalnego/","Dziedzictwo kulturowe w kotekście rozwoju lokalnego","","Murzyn-Kupisz Monika","http://bon.edu.pl/katalog/lektura/dziedzictwo-kulturowe-w-kotekscie-rozwoju-lokalnego/","book","","4"
"http://bon.edu.pl/katalog/lektura/dziedzictwo-kulturowe-w-polsce-system-prawny-finansowanie-i-zarzadzanie/","Dziedzictwo kulturowe w Polsce: system prawny, finansowanie i zarzadzanie","","Purchla Jacek","http://bon.edu.pl/katalog/lektura/dziedzictwo-kulturowe-w-polsce-system-prawny-finansowanie-i-zarzadzanie/","book","","4"
"http://bon.edu.pl/katalog/lektura/dziedzictwo-narodowej-demokracji/","Dziedzictwo Narodowej Demokracji","","Hall Aleksander","http://bon.edu.pl/katalog/lektura/dziedzictwo-narodowej-demokracji/","book","","5"
"http://bon.edu.pl/katalog/lektura/dziedzictwo-swiatowe-wysp-vega-proces-nominacji-aktualna-organizacja-plany-na-przyszlosc-i-mozliwosci/","Dziedzictwo światowe wysp Vega: proces nominacji, aktualna organizacja, plany na przyszłość i możliwości","","Johansen Rita","http://bon.edu.pl/katalog/lektura/dziedzictwo-swiatowe-wysp-vega-proces-nominacji-aktualna-organizacja-plany-na-przyszlosc-i-mozliwosci/","book","","5"
"http://bon.edu.pl/katalog/lektura/dziedzictwo-szanse-i-zagrozenia/","Dziedzictwo - szanse i zagrożenia","","Merta Tomasz","http://bon.edu.pl/katalog/lektura/dziedzictwo-szanse-i-zagrozenia/","book","","5"
"http://bon.edu.pl/katalog/lektura/dziedzictwo-zydowskie-w-przestrzeni-lodzi-problem-obecnosci/","Dziedzictwo żydowskie w przestrzeni Łodzi - problem obecności","","Wesołowski Jacek","http://bon.edu.pl/katalog/lektura/dziedzictwo-zydowskie-w-przestrzeni-lodzi-problem-obecnosci/","book","","5"
"http://bon.edu.pl/katalog/lektura/dziedzictwo-zydowsko-krakowskie/","Dziedzictwo żydowsko-krakowskie","","Sabor Agnieszka","http://bon.edu.pl/katalog/lektura/dziedzictwo-zydowsko-krakowskie/","book","","5"
"http://bon.edu.pl/katalog/lektura/dziedzictwo-zaborow/","Dziedzictwo zaborów","","Chwalba Andrzej","http://bon.edu.pl/katalog/lektura/dziedzictwo-zaborow/","book","","5"
"http://bon.edu.pl/katalog/lektura/dzieje-historie-strzepy-opowiesci-historia-jako-glowny-skladnik-kultury-europejskiej/","Dzieje, historie, strzępy opowieści. Historia jako główny składnik kultury europejskiej","","Busek Erhard","http://bon.edu.pl/katalog/lektura/dzieje-historie-strzepy-opowiesci-historia-jako-glowny-skladnik-kultury-europejskiej/","book","","5"
"http://bon.edu.pl/katalog/lektura/dzieje-miast-i-mieszczanstwa-w-polsce-przedrozbiorowej-wspolautor-m-bogucka/","Dzieje miast i mieszczaństwa w Polsce przedrozbiorowej","","Bogucka Maria, Samsonowicz Henryk","http://bon.edu.pl/katalog/lektura/dzieje-miast-i-mieszczanstwa-w-polsce-przedrozbiorowej-wspolautor-m-bogucka/","book","","5"
"http://bon.edu.pl/katalog/lektura/dzieje-rzymu-od-czasow-najdawniejszych-do-konstantyna/","Dzieje Rzymu od czasów najdawniejszych do Konstantyna","","","http://bon.edu.pl/katalog/lektura/dzieje-rzymu-od-czasow-najdawniejszych-do-konstantyna/","book","","5"
"http://bon.edu.pl/katalog/lektura/cary-m-scullard-hh-dzieje-rzymu-od-czasow-najdawniejszych-do-konstantyna-przel-j-schwakopf-t-1-2-warszawa-1992/","Dzieje Rzymu. Od czasów najdawniejszych do Konstantyna, Cary M., Scullard H.H., przeł. J. Schwakopf, t. 1-2, Warszawa 1992.","","","http://bon.edu.pl/katalog/lektura/cary-m-scullard-hh-dzieje-rzymu-od-czasow-najdawniejszych-do-konstantyna-przel-j-schwakopf-t-1-2-warszawa-1992/","book","","5"
"http://bon.edu.pl/katalog/lektura/dzielo-sztuki-zrodlo-historyczne/","Dzieło sztuki a źródło historyczne","","Skubiszewski Piotr","http://bon.edu.pl/katalog/lektura/dzielo-sztuki-zrodlo-historyczne/","book","","5"
"http://bon.edu.pl/katalog/lektura/edukacja-kulturalna-na-rzecz-kreatywnosci-i-innowacyjnosci/","Edukacja kulturalna na rzecz kreatywnosci i innowacyjnosci","","Jagodzińska Katarzyna","http://bon.edu.pl/katalog/lektura/edukacja-kulturalna-na-rzecz-kreatywnosci-i-innowacyjnosci/","book","","5"
"http://bon.edu.pl/katalog/lektura/edukacja-kulturowa-oczekiwania-i-potrzeby/","Edukacja kulturowa: oczekiwania i potrzeby","","","http://bon.edu.pl/katalog/lektura/edukacja-kulturowa-oczekiwania-i-potrzeby/","book","","5"
"http://bon.edu.pl/katalog/lektura/edukacja-kulturowa-wobec-przemian-globalizacyjnych-i-lokalnych/","Edukacja kulturowa wobec przemian globalizacyjnych i lokalnych","","Roguska Agnieszka","http://bon.edu.pl/katalog/lektura/edukacja-kulturowa-wobec-przemian-globalizacyjnych-i-lokalnych/","book","","5"
"http://bon.edu.pl/katalog/lektura/edukacja-patriotyczna/","Edukacja patriotyczna","","Kostro Robert","http://bon.edu.pl/katalog/lektura/edukacja-patriotyczna/","book","","5"
"http://bon.edu.pl/katalog/lektura/edukacyjne-zadania-mediow-w-swietle-wypowiedzi-benedykta-xvi/","Edukacyjne zadania mediów w świetle wypowiedzi Benedykta XVI","","Klementowicz Michał","http://bon.edu.pl/katalog/lektura/edukacyjne-zadania-mediow-w-swietle-wypowiedzi-benedykta-xvi/","book","","5"
"http://bon.edu.pl/katalog/lektura/elementy-propagandy-i-manipulacji-audiowizualnej-na-przykladzie-polskich-seriali-telewizyjnych-w-prl-i-iii-rp/","Elementy propagandy i manipulacji audiowizualnej na przykładzie polskich seriali (...)","","Łęcicki Grzegorz","http://bon.edu.pl/katalog/lektura/elementy-propagandy-i-manipulacji-audiowizualnej-na-przykladzie-polskich-seriali-telewizyjnych-w-prl-i-iii-rp/","book","","5"
"http://bon.edu.pl/katalog/lektura/emigracja-19571989/","Emigracja 1957–1989","","Habielski Rafał","http://bon.edu.pl/katalog/lektura/emigracja-19571989/","book","","5"
"http://bon.edu.pl/katalog/lektura/employer-branding-nowy-trend-w-obszarze-hr/","Employer Branding – nowy trend w obszarze HR","","Matuszewska Agata","http://bon.edu.pl/katalog/lektura/employer-branding-nowy-trend-w-obszarze-hr/","book","","5"
"http://bon.edu.pl/katalog/lektura/etos-pogranicza/","Etos pogranicza","","Czyżewski Krzysztof","http://bon.edu.pl/katalog/lektura/etos-pogranicza/","book","","5"
"http://bon.edu.pl/katalog/lektura/europa-jest-dialogiem/","Europa jest dialogiem","","Hübner Danuta","http://bon.edu.pl/katalog/lektura/europa-jest-dialogiem/","book","","5"
"http://bon.edu.pl/katalog/lektura/europa-srodkowa-dwadziescia-lat-przemian-od-biernosci-do-przestrzeni-aktywnej/","Europa Środkowa — dwadzieścia lat przemian od bierności do przestrzeni aktywnej","","Sucháček, Jan","http://bon.edu.pl/katalog/lektura/europa-srodkowa-dwadziescia-lat-przemian-od-biernosci-do-przestrzeni-aktywnej/","book","","5"
"http://bon.edu.pl/katalog/lektura/europejska-swiadomosc-wzorce-pamieci-w-europie-po-zakonczeniu-zimnej-wojny/","Europejska świadomość. Wzorce pamięci w Europie po zakończeniu zimnej wojny","","Brix Emil","http://bon.edu.pl/katalog/lektura/europejska-swiadomosc-wzorce-pamieci-w-europie-po-zakonczeniu-zimnej-wojny/","book","","5"
"http://bon.edu.pl/katalog/lektura/europejska-szkola-dialogu-jak-wyjsc-z-kryzysu-bialoruskiej-tozsamosci/","Europejska szkoła dialogu. Jak wyjść z kryzysu białoruskiej tożsamości?","","Genzelis Bronislovas","http://bon.edu.pl/katalog/lektura/europejska-szkola-dialogu-jak-wyjsc-z-kryzysu-bialoruskiej-tozsamosci/","book","","5"
"http://bon.edu.pl/katalog/lektura/festiwal-kultury-zydowskiej-na-pograniczu-dwoch-swiatow/","Festiwal Kultury Żydowskiej: na pograniczu dwóch światów","","Makuch Janusz","http://bon.edu.pl/katalog/lektura/festiwal-kultury-zydowskiej-na-pograniczu-dwoch-swiatow/","book","","5"
"http://bon.edu.pl/katalog/lektura/fizjologia-obrazow/","Fizjologia obrazów","","Dziadkiewicz Roman","http://bon.edu.pl/katalog/lektura/fizjologia-obrazow/","book","","6"
"http://bon.edu.pl/katalog/lektura/flaxman-1793-picasso-1903/","Flaxman 1793 - Picasso 1903","","Poprzęcka Maria","http://bon.edu.pl/katalog/lektura/flaxman-1793-picasso-1903/","book","","6"
"http://bon.edu.pl/katalog/lektura/foreword/","Foreword","","Purchla Jacek","http://bon.edu.pl/katalog/lektura/foreword/","book","","6"
"http://bon.edu.pl/katalog/lektura/soviet-ammunition-depot-european-cultural-centre-story-ensemble-fortresses-komarom/","From Soviet ammunition depot to a European Cultural Centre. The story of the ensemble of fortresses in Komarom","","Varga István","http://bon.edu.pl/katalog/lektura/soviet-ammunition-depot-european-cultural-centre-story-ensemble-fortresses-komarom/","book","","6"
"http://bon.edu.pl/katalog/lektura/history-baroque-style-suicides/","From the history of Baroque-style suicides","","Andrukhovych Yuri","http://bon.edu.pl/katalog/lektura/history-baroque-style-suicides/","book","","6"
"http://bon.edu.pl/katalog/lektura/slovak-institute-monuments-preservation-monuments-board-slovak-republic-course-change/","From the Slovak Institute of Monuments Preservation to the Monuments Board of the Slovak Republic. The course of change","","Kosová Katarína","http://bon.edu.pl/katalog/lektura/slovak-institute-monuments-preservation-monuments-board-slovak-republic-course-change/","book","","6"
"http://bon.edu.pl/katalog/lektura/world-heritage-intangible-cultural-heritage-global-trends-toward-new-heritage-paradigm/","From World Heritage to Intangible Cultural Heritage: Global Trends toward a New Heritage Paradigm?","","Soós Gábor","http://bon.edu.pl/katalog/lektura/world-heritage-intangible-cultural-heritage-global-trends-toward-new-heritage-paradigm/","book","","6"
"http://bon.edu.pl/katalog/lektura/funkcja-dziela-sztuki-materialy-sesji-stowarzyszenia-historykow-sztuki-szczecin-listopad-1970/","Funkcja dzieła sztuki, Materiały Sesji Stowarzyszenia Historyków Sztuki, Szczecin, listopad 1970","","","http://bon.edu.pl/katalog/lektura/funkcja-dziela-sztuki-materialy-sesji-stowarzyszenia-historykow-sztuki-szczecin-listopad-1970/","book","","6"
"http://bon.edu.pl/katalog/lektura/funkcjonowanie-product-placement-i-jego-wplyw-na-decyzje-zakupowe-polakow/","Funkcjonowanie product placement i jego wpływ na decyzje zakupowe Polaków","","Mazur Marta","http://bon.edu.pl/katalog/lektura/funkcjonowanie-product-placement-i-jego-wplyw-na-decyzje-zakupowe-polakow/","book","","6"
"http://bon.edu.pl/katalog/lektura/gdansk-jako-osrodek-produkcyjny/","Gdańsk jako ośrodek produkcyjny","","Bogucka Maria","http://bon.edu.pl/katalog/lektura/gdansk-jako-osrodek-produkcyjny/","book","","6"
"http://bon.edu.pl/katalog/lektura/generations-intergenerational-relations-and-generational-policy/","Generations, Intergenerational Relations and Generational Policy","","","http://bon.edu.pl/katalog/lektura/generations-intergenerational-relations-and-generational-policy/","book","","6"
"http://bon.edu.pl/katalog/lektura/glos-w-dyskusji/","Głos w dyskusji","","Poprzęcka Maria","http://bon.edu.pl/katalog/lektura/glos-w-dyskusji/","book","","6"
"http://bon.edu.pl/katalog/lektura/globalna-przestrzen-komunikacji-spolecznej-zrodlem-zagrozen-dla-wspolczesnej-rodziny/","Globalna przestrzeń komunikacji społecznej źródłem zagrożeń dla współczesnej rodziny","","Koczy Sebastian","http://bon.edu.pl/katalog/lektura/globalna-przestrzen-komunikacji-spolecznej-zrodlem-zagrozen-dla-wspolczesnej-rodziny/","book","","6"
"http://bon.edu.pl/katalog/lektura/gospodarka-ii-rzeczypospolitej/","Gospodarka II Rzeczypospolitej","","Morawski Wojciech","http://bon.edu.pl/katalog/lektura/gospodarka-ii-rzeczypospolitej/","book","","6"
"http://bon.edu.pl/katalog/lektura/goya-sztuka-spoleczna/","Goya a sztuka społeczna","","Poprzęcka Maria","http://bon.edu.pl/katalog/lektura/goya-sztuka-spoleczna/","book","","6"
"http://bon.edu.pl/katalog/lektura/grudzien-1970/","Grudzień 1970","","Eisler Jerzy","http://bon.edu.pl/katalog/lektura/grudzien-1970/","book","","6"
"http://bon.edu.pl/katalog/lektura/handel-lewantynski-w-zyciu-polski-w-poznym-sredniowieczu-i-w-poczatkach-czasow-nowozytnych/","Handel lewantyński w życiu Polski w późnym średniowieczu i w początkach czasów nowożytnych","","Małowist Marian","http://bon.edu.pl/katalog/lektura/handel-lewantynski-w-zyciu-polski-w-poznym-sredniowieczu-i-w-poczatkach-czasow-nowozytnych/","book","","6"
"http://bon.edu.pl/katalog/lektura/hanza-wladczyni-morz/","Hanza władczyni mórz","","Samsonowicz Henryk","http://bon.edu.pl/katalog/lektura/hanza-wladczyni-morz/","book","","6"
"http://bon.edu.pl/katalog/lektura/haslo-dobrego-porzadku-w-ideologii-i-zyciu-politycznym-grecji-okresu-archaicznego/","Hasło ""dobrego porządku"" w ideologii i życiu politycznym Grecji okresu archaicznego","","Lengauer Włodzimierz","http://bon.edu.pl/katalog/lektura/haslo-dobrego-porzadku-w-ideologii-i-zyciu-politycznym-grecji-okresu-archaicznego/","book","","6"
"http://bon.edu.pl/katalog/lektura/heritage-and-society/","Heritage and society","","Gregor Pavel","http://bon.edu.pl/katalog/lektura/heritage-and-society/","book","","6"
"http://bon.edu.pl/katalog/lektura/historic-buildings-in-contemporary-town-planning-complexes/","Historie buildings in contemporary town-planning complexes","","Vajčner Jiří","http://bon.edu.pl/katalog/lektura/historic-buildings-in-contemporary-town-planning-complexes/","book","","6"
"http://bon.edu.pl/katalog/lektura/historycy-warszawscy-ostatnich-dwoch-stuleci-pod-red-gieysztora-j-maternickiego-h-samsonowicza/","Historycy warszawscy ostatnich dwóch stuleci","","","http://bon.edu.pl/katalog/lektura/historycy-warszawscy-ostatnich-dwoch-stuleci-pod-red-gieysztora-j-maternickiego-h-samsonowicza/","book","","6"
"http://bon.edu.pl/katalog/lektura/how-roros-mining-town-looks-after-heritage-buildingsthat-have-fallen-out-use-through-training-program-broad-craftsmanship/","How Røros Mining Town Looks After Heritage BuildingsThat Have Fallen Out of Use, Through a Training Program for Broad Craftsmanship","","Eggen Torbjørn","http://bon.edu.pl/katalog/lektura/how-roros-mining-town-looks-after-heritage-buildingsthat-have-fallen-out-use-through-training-program-broad-craftsmanship/","book","","6"
"http://bon.edu.pl/katalog/lektura/how-write-and-talk-about-heritage-central-europe-perspective-herito-quarterly/","How to write and talk about heritage? Central Europe from the perspective of the Herito quarterly","","Nykiel K. Beata","http://bon.edu.pl/katalog/lektura/how-write-and-talk-about-heritage-central-europe-perspective-herito-quarterly/","book","","6"
"http://bon.edu.pl/katalog/lektura/ikona-sw-paraskiewy-tyrnowskiej-ze-scenami-z-zywota-z-kolekcji-muzeum-narodowego-w-warszawie/","Ikona św. Paraskiewy Tyrnowskiej ze scenami z żywota z kolekcji Muzeum Narodowego w Warszawie","","Sulikowska Aleksandra","http://bon.edu.pl/katalog/lektura/ikona-sw-paraskiewy-tyrnowskiej-ze-scenami-z-zywota-z-kolekcji-muzeum-narodowego-w-warszawie/","book","","6"
"http://bon.edu.pl/katalog/lektura/ikonografia-bolu/","Ikonografia bólu","","Punja Shobita","http://bon.edu.pl/katalog/lektura/ikonografia-bolu/","book","","7"
"http://bon.edu.pl/katalog/lektura/ilosciowa-analiza-programow-nauczania/","Ilościowa analiza programów nauczania","","Piotrowska Renata","http://bon.edu.pl/katalog/lektura/ilosciowa-analiza-programow-nauczania/","book","","7"
"http://bon.edu.pl/katalog/lektura/ilustracje-dziedzictwo-kresow-nasze-wspolne-dziedzictwo/","Ilustracje: Dziedzictwo Kresów - nasze wspólne dziedzictwo?","","","http://bon.edu.pl/katalog/lektura/ilustracje-dziedzictwo-kresow-nasze-wspolne-dziedzictwo/","book","","7"
"http://bon.edu.pl/katalog/lektura/indeks-autorow/","Indeks autorów","","","http://bon.edu.pl/katalog/lektura/indeks-autorow/","book","","7"
"http://bon.edu.pl/katalog/lektura/indeks-nazwisk-dziedzictwo-kresow-nasze-wspolne-dziedzictwo/","Indeks nazwisk: Dziedzictwo Kresów - nasze wspólne dziedzictwo?","","","http://bon.edu.pl/katalog/lektura/indeks-nazwisk-dziedzictwo-kresow-nasze-wspolne-dziedzictwo/","book","","7"
"http://bon.edu.pl/katalog/lektura/indeks-nazwisk-oraz-indeks-geograficzny/","Indeks nazwisk oraz indeks geograficzny","","","http://bon.edu.pl/katalog/lektura/indeks-nazwisk-oraz-indeks-geograficzny/","book","","7"
"http://bon.edu.pl/katalog/lektura/indeks-osob/","Indeks osób","","","http://bon.edu.pl/katalog/lektura/indeks-osob/","book","","7"
"http://bon.edu.pl/katalog/lektura/indeks-rzeczowy-kultura-rozwoj/","Indeks rzeczowy - Kultura a rozwój","","Hausner Jerzy, Karwińska Anna, Purchla Jacek","http://bon.edu.pl/katalog/lektura/indeks-rzeczowy-kultura-rozwoj/","book","","7"
"http://bon.edu.pl/katalog/lektura/inteligencja-emocjonalna-u-skazanych-odbywajacych-kare-pozbawienia-wolnosci-w-zakladach-karnych-na-terenie-polski/","Inteligencja emocjonalna u skazanych odbywających karę pozbawienia wolności w zakładach karnych na terenie Polski","","Boruc Maria Dagmara","http://bon.edu.pl/katalog/lektura/inteligencja-emocjonalna-u-skazanych-odbywajacych-kare-pozbawienia-wolnosci-w-zakladach-karnych-na-terenie-polski/","book","","7"
"http://bon.edu.pl/katalog/lektura/interakcje-stabilnosci-emocjonalnej-i-sumiennosci-w-cyrkularnym-modelu-osobowosci-goldbegra-depresja-mania-i-psychastenia/","Interakcje stabilności emocjonalnej i sumienności w cyrkularnym modelu osobowości Goldbegra a depresja, mania i psychastenia","","Skimina Ewa, Świtalski Artur","http://bon.edu.pl/katalog/lektura/interakcje-stabilnosci-emocjonalnej-i-sumiennosci-w-cyrkularnym-modelu-osobowosci-goldbegra-depresja-mania-i-psychastenia/","book","","7"
"http://bon.edu.pl/katalog/lektura/introduction-media-w-edukacji-obszary-lokalnosci-roznorodnosc-wspolczesnosci/","Introduction - Media w edukacji. Obszary lokalności - różnorodność współczesności","","Roguska Agnieszka","http://bon.edu.pl/katalog/lektura/introduction-media-w-edukacji-obszary-lokalnosci-roznorodnosc-wspolczesnosci/","book","","7"
"http://bon.edu.pl/katalog/lektura/introduction-media-w-edukacji-wymiar-kulturowy-i-aksjologiczny/","Introduction - Media w edukacji. Wymiar kulturowy i aksjologiczny","","Roguska Agnieszka","http://bon.edu.pl/katalog/lektura/introduction-media-w-edukacji-wymiar-kulturowy-i-aksjologiczny/","book","","7"
"http://bon.edu.pl/katalog/lektura/introduction-uniwersalizm-i-tradycja-w-kulturze-wybrane-aspekty-cz-1/","Introduction -Uniwersalizm i tradycja w kulturze: wybrane aspekty. Cz. 1","","Danielak-Chomać Małgorzata, Roguska Agnieszka","http://bon.edu.pl/katalog/lektura/introduction-uniwersalizm-i-tradycja-w-kulturze-wybrane-aspekty-cz-1/","book","","7"
"http://bon.edu.pl/katalog/lektura/inwentaryzacja-zabytkow-sztuki-sakralnej-na-kresach-wschodnich-dawnej-rzeczypospolitej/","Inwentaryzacja zabytków sztuki sakralnej na Kresach Wschodnich dawnej Rzeczypospolitej","","Ostrowski K. Jan","http://bon.edu.pl/katalog/lektura/inwentaryzacja-zabytkow-sztuki-sakralnej-na-kresach-wschodnich-dawnej-rzeczypospolitej/","book","","7"
"http://bon.edu.pl/katalog/lektura/isonomia-pojecie-rownosci-w-greckich-koncepcjach-politycznych-od-homera-do-konca-v-wieku-pne/","Isonomia. Pojęcie równości w greckich koncepcjach politycznych. Od Homera do końca V wieku p.n.e.","","Lengauer Włodzimierz","http://bon.edu.pl/katalog/lektura/isonomia-pojecie-rownosci-w-greckich-koncepcjach-politycznych-od-homera-do-konca-v-wieku-pne/","book","","7"
"http://bon.edu.pl/katalog/lektura/jackowi-bartyzelowi-w-odpowiedzi/","Jackowi Bartyzelowi w odpowiedzi","","Hall Aleksander","http://bon.edu.pl/katalog/lektura/jackowi-bartyzelowi-w-odpowiedzi/","book","","7"
"http://bon.edu.pl/katalog/lektura/jak-neurobiologiczne-mechanizmy-lezace-u-podstaw-powstawania-rytmu-koreluja-z-istnieniem-stanow-swiadomosci/","Jak neurobiologiczne mechanizmy leżące u podstaw powstawania rytmu korelują z istnieniem stanów świadomości","","Brzostek Aleksandra, Dzwiniel Piotr","http://bon.edu.pl/katalog/lektura/jak-neurobiologiczne-mechanizmy-lezace-u-podstaw-powstawania-rytmu-koreluja-z-istnieniem-stanow-swiadomosci/","book","","7"
"http://bon.edu.pl/katalog/lektura/jak-z-brzydkiego-kaczatkaczyli-o-przeszlym-i-przyszlym-dwudziestoleciu-wizerunku-polski-na-arenie-miedzynarodowej/","Jak z brzydkiego kaczątka…Czyli o przeszłym i przyszłym dwudziestoleciu wizerunku Polski na arenie międzynarodowej","","Wiśniewski Rafał","http://bon.edu.pl/katalog/lektura/jak-z-brzydkiego-kaczatkaczyli-o-przeszlym-i-przyszlym-dwudziestoleciu-wizerunku-polski-na-arenie-miedzynarodowej/","book","","7"
"http://bon.edu.pl/katalog/lektura/jaka-prawica-jest-polsce-potrzebna/","Jaka prawica jest Polsce potrzebna?","","Wołek Tomasz","http://bon.edu.pl/katalog/lektura/jaka-prawica-jest-polsce-potrzebna/","book","","7"
"http://bon.edu.pl/katalog/lektura/jakosci-zycia-seniorow-w-perspektywie-psychologicznej-jako-istotny-czynnik-w-profilaktyce-psychogerontologicznej/","Jakości życia seniorów w perspektywie psychologicznej jako istotny czynnik (...)","","Sosnowska Katarzyna","http://bon.edu.pl/katalog/lektura/jakosci-zycia-seniorow-w-perspektywie-psychologicznej-jako-istotny-czynnik-w-profilaktyce-psychogerontologicznej/","book","","7"
"http://bon.edu.pl/katalog/lektura/jakosciowa-analiza-programow-nauczania/","Jakościowa analiza programów nauczania","","Dąbrowska Justyna Anna, Stunża D. Grzegorz","http://bon.edu.pl/katalog/lektura/jakosciowa-analiza-programow-nauczania/","book","","7"
"http://bon.edu.pl/katalog/lektura/janusz-jedrzejewicz-pilsudczyk-i-reformator-edukacji-1885-1951/","Janusz Jędrzejewicz – piłsudczyk i reformator edukacji (1885 – 1951)","","Osiński Zbigniew","http://bon.edu.pl/katalog/lektura/janusz-jedrzejewicz-pilsudczyk-i-reformator-edukacji-1885-1951/","book","","7"
"http://bon.edu.pl/katalog/lektura/kapital-spoleczny-ludzi-starych-na-przykladzie-mieszkancow-miasta-bialystok/","Kapitał społeczny ludzi starych na przykładzie mieszkańców miasta Białystok","","Klimczuk Andrzej","http://bon.edu.pl/katalog/lektura/kapital-spoleczny-ludzi-starych-na-przykladzie-mieszkancow-miasta-bialystok/","book","","7"
"http://bon.edu.pl/katalog/lektura/karaimi/","Karaimi","","Sulimowicz Anna","http://bon.edu.pl/katalog/lektura/karaimi/","book","","7"
"http://bon.edu.pl/katalog/lektura/katolicyzm-kapitalizm-liberalizm/","Katolicyzm, kapitalizm, liberalizm","","Ziółek Paweł","http://bon.edu.pl/katalog/lektura/katolicyzm-kapitalizm-liberalizm/","book","","7"
"http://bon.edu.pl/katalog/lektura/kiedy-krakow-byl-stolica-ukrainy/","Kiedy Kraków był „stolicą” Ukrainy","","Osadczuk Bohdan","http://bon.edu.pl/katalog/lektura/kiedy-krakow-byl-stolica-ukrainy/","book","","8"
"http://bon.edu.pl/katalog/lektura/kilka-uwag-o-obyczaju-zlej-pracy-w-polsce/","Kilka uwag o obyczaju złej pracy w Polsce","","Dzielski Mirosław","http://bon.edu.pl/katalog/lektura/kilka-uwag-o-obyczaju-zlej-pracy-w-polsce/","book","","8"
"http://bon.edu.pl/katalog/lektura/kobiety-antyku-talenty-ambicje-namietnosci/","Kobiety antyku: talenty, ambicje, namiętności","","Bieżuńska-Małowist Izabela","http://bon.edu.pl/katalog/lektura/kobiety-antyku-talenty-ambicje-namietnosci/","book","","8"
"http://bon.edu.pl/katalog/lektura/komentarz-polityczny/","Komentarz polityczny","","Hall Aleksander","http://bon.edu.pl/katalog/lektura/komentarz-polityczny/","book","","8"
"http://bon.edu.pl/katalog/lektura/komunikacja-trenerzawodnik-podstawy-teoretyczne-przejawy-mozliwosci-interwencji-psychologicznej/","Komunikacja trener–zawodnik. Podstawy teoretyczne, (...)","","Świerczyńska Agnieszka, Turska Małgorzata","http://bon.edu.pl/katalog/lektura/komunikacja-trenerzawodnik-podstawy-teoretyczne-przejawy-mozliwosci-interwencji-psychologicznej/","book","","8"
"http://bon.edu.pl/katalog/lektura/konkwistadorzy-portugalscy/","Konkwistadorzy portugalscy","","Małowist Marian","http://bon.edu.pl/katalog/lektura/konkwistadorzy-portugalscy/","book","","8"
"http://bon.edu.pl/katalog/lektura/konwergencja-radia-wyzwaniem-dla-edukacji-medialnej/","Konwergencja radia wyzwaniem dla edukacji medialnej","","Jaroszyński Jan","http://bon.edu.pl/katalog/lektura/konwergencja-radia-wyzwaniem-dla-edukacji-medialnej/","book","","8"
"http://bon.edu.pl/katalog/lektura/krakow-i-lwow-w-cywilizacji-europejskiej-materialy-miedzynarodowej-konferencji-zorganizowanej-w-dniach-15-16-listopada-2014/","Kraków i Lwów w cywilizacji europejskiej : materiały międzynarodowej konferencji zorganizowanej w dniach 15-16 listopada 2002","","MCK","http://bon.edu.pl/katalog/lektura/krakow-i-lwow-w-cywilizacji-europejskiej-materialy-miedzynarodowej-konferencji-zorganizowanej-w-dniach-15-16-listopada-2014/","book","","8"
"http://bon.edu.pl/katalog/lektura/krakow-i-lwow-pomiedzy-prowincja-metropolia-dyskusja-panelowa-15-listopada-2002/","Kraków i Lwów: pomiędzy prowincją a metropolią (Dyskusja panelowa 15 listopada 2002)","","","http://bon.edu.pl/katalog/lektura/krakow-i-lwow-pomiedzy-prowincja-metropolia-dyskusja-panelowa-15-listopada-2002/","book","","8"
